time,seconds_elapsed,z,y,x
1782814623002024400,0.0600244140625,-0.0681049834549427,-0.009427169036865234,-0.058410797512345014
1782814623022105300,0.080105224609375,0.016729601004719732,-0.0638499563589692,0.019341683199256658
1782814623042187500,0.1001875,-0.11511223382353782,-0.012159370479732751,0.052438956561125814
1782814623062269400,0.12026953125,-0.22257190706729887,0.06971972517520189,0.07338548114113509
1782814623082350600,0.1403505859375,-0.20786767441034315,0.13419804256558418,0.08078161927442998
1782814623102432500,0.1604326171875,-0.07049392441809177,0.11891849423870443,0.1084969073370099
1782814623122514400,0.180514404296875,0.10413199012577533,0.05514861737862229,0.09223112445175648
1782814623142595600,0.200595703125,0.1524830563187599,0.028577129056304693,0.022813670158758757
1782814623162677500,0.220677490234375,0.1760591622173786,0.038646249258518214,-0.0015337489059194921
1782814623182759400,0.240759521484375,0.10858546240329742,0.011162468396872282,0.03477072299942374
1782814623202841600,0.260841552734375,-0.025861586487293243,0.03094078944772482,-0.05991104600746184
1782814623222922500,0.280922607421875,-0.09133329882919788,-0.04503536577373743,-0.0914387684976682
1782814623243004700,0.301004638671875,-0.040787937462329865,-0.03376417630538344,-0.06943831441793591
1782814623263086600,0.321086669921875,-0.1126952358096838,-0.058311903715133666,-0.031438875162974
1782814623283167500,0.34116748046875,-0.14574936414957046,-0.03595058043375611,-0.03180094994101673
1782814623303249400,0.36124951171875,-0.11969196282923221,-0.03757379772141575,0.006704356476850807
1782814623323331300,0.381331298828125,0.0029319617986679077,-0.03944456002935767,0.059129028784297405
1782814623343412500,0.40141259765625,-0.003418284010887146,0.02087678381204605,0.06626914632990956
1782814623363494400,0.421494384765625,0.06481412521600723,-0.020296938097476958,0.05557002112846821
1782814623383576300,0.441576416015625,0.009245382729172706,0.053253743542730804,0.07816431291550398
1782814623403657500,0.461657470703125,-0.03267828076481819,0.07726561051011085,0.10151753331106156
1782814623423739400,0.481739501953125,-0.05267828174233436,0.04923413263782859,0.00011365297492593526
1782814623443821300,0.5018212890625,-0.016314005941152572,0.007496347104758024,-0.002416376959346235
1782814623463902500,0.52190234375,-0.0537573091506958,0.050212183889746666,-0.003936535731330514
1782814623483984400,0.541984375,-0.02914776855111122,0.013252864804863929,-0.0011793094450607896
1782814623504066600,0.562066650390625,0.05886544594466686,-0.013406447931379078,-0.04332165719103068
1782814623524147500,0.5821474609375,0.09645663319230079,-0.07485328867137432,-0.060680678673088545
1782814623544229600,0.602229736328125,-0.006910217779874802,-0.05712707784473896,-0.0970588734017685
1782814623564311600,0.6223115234375,-0.08004793470501899,-0.03486673071980476,0.00957465121615678
1782814623584393500,0.6423935546875,-0.10108253942728042,0.005290799884498119,-0.0113171840345487
1782814623604474600,0.662474609375,-0.014538228440284727,-0.060864072415977716,0.005946121988072991
1782814623624556500,0.682556640625,-0.07145020222961902,-0.045399815171957014,0.04675086445473134
1782814623644638500,0.702638427734375,-0.19366028535962104,0.06951002794727683,0.09053378248196095
1782814623664719600,0.7227197265625,-0.27837504283189773,0.10091741199344396,0.1145773962944746
1782814623684801500,0.742801513671875,-0.21161855137646196,0.12683350514695046,0.1068921755541116
1782814623704883500,0.762883544921875,-0.028871289697289464,0.03505918455198407,0.050330476507171984
1782814623724964600,0.782964599609375,0.17790917399823664,-0.007257862173765897,0.03424330159183592
1782814623745046500,0.803046630859375,0.21747955236434935,0.0011782499991357326,0.056110923072136935
1782814623765128700,0.823128662109375,0.109492640376091,0.016791706455498934,0.0055395139485597605
1782814623785209600,0.843209716796875,0.007900982382893561,-0.011790683297812937,-0.04760810233857483
1782814623805291800,0.863291748046875,0.03014671646058559,-0.018764467833191155,-0.05232442680336535
1782814623825373700,0.883373779296875,-0.02626958276629448,-0.07861936320662498,-0.03202942493464798
1782814623845454600,0.90345458984375,-0.10936638364791869,-0.034044746812433004,-0.033395817917026574
1782814623865536800,0.923536865234375,-0.1483615924745798,-0.023008096752315757,-0.015539149111136793
1782814623885618700,0.94361865234375,-0.08399638006985187,-0.04701104976087808,0.03772577341273427
1782814623905699800,0.963699951171875,-0.03488426637649536,-0.0037426936596632,0.061844169494509695
1782814623925781800,0.98378173828125,-0.0705231505125761,0.00869271728247404,0.06755509448722004
1782814623945863700,1.00386376953125,-0.0626280133485794,0.06010580139458179,0.043320013223215936
1782814623965944600,1.023944580078125,0.06284662453532218,0.028177900605648756,0.06188325939588248
1782814623986026500,1.044026611328125,0.124772627094388,0.0011538462102413177,0.032541539175249636
1782814624006108400,1.0641083984375,0.01447802268564701,0.009497603924572467,0.025700879500247537
1782814624026189600,1.084189453125,-0.14150515070855615,0.08353022386282682,0.00124769850615412
1782814624046271500,1.104271484375,-0.09886194076836109,0.051529696229100225,0.006096234515868127
1782814624066353700,1.124353759765625,-0.0364729968726635,0.007128098314255475,-0.0393226141501218
1782814624086434600,1.1444345703125,0.0006347907721996307,-0.016786884149909018,-0.022734065583907066
1782814624106516500,1.1645166015625,0.01863455784320831,0.029069150356948376,-0.015442629934102297
1782814624126598700,1.1845986328125,0.09541793779432774,-0.02807005631700158,-0.05896974656935781
1782814624146680600,1.2046806640625,0.16388298673331736,-0.03126461457461119,-0.03564677518159151
1782814624166761700,1.22476171875,0.083716394084692,-0.033720921685546634,-0.03650214990191161
1782814624186843600,1.24484375,0.0060106385916471475,-0.04334419781640172,-0.07597714160215109
1782814624206925600,1.264925537109375,-0.044379824474453926,-0.04742869065105915,-0.026383381871692833
1782814624227006700,1.2850068359375,-0.17622282834649086,-0.03259001795947552,-0.008734875923767685
1782814624247088600,1.305088623046875,-0.23914310263991354,-0.009658347444236277,-0.01996116680447012
1782814624267170600,1.325170654296875,-0.16345687027573585,0.01767374998703599,0.07066917138714343
1782814624287251700,1.345251708984375,-0.047443888220191,0.03193564570397139,0.0858537714395672
1782814624307333600,1.365333740234375,-0.008770166432857513,0.011803981170803307,0.034729916065
1782814624327415800,1.385415771484375,0.09394435811042785,-0.00312660758793354,0.027475013033300636
1782814624347496700,1.40549658203125,0.15916998673677443,0.003523059559613466,0.037488311395049094
1782814624367578600,1.42557861328125,0.07256196286380291,0.001720247921347618,0.03250412977430969
1782814624387660800,1.445660888671875,0.0051198272317647935,0.021159692406654357,0.03405238212961703
1782814624407741400,1.465741455078125,-0.09074585433006287,-0.010375409672409295,-0.005858772498182952
1782814624427823600,1.48582373046875,-0.08157762849032879,-0.05030366156548261,-0.06761245069764554
1782814624447905500,1.505905517578125,-0.024579145461320874,-0.056615475060790774,-0.05169891531616449
1782814624467986700,1.525986572265625,-0.025842297264933586,-0.018929595267027616,0.015020897390693426
1782814624488068600,1.546068603515625,-0.0785229170948267,0.01465644799247384,0.035126002710498865
1782814624508150500,1.566150634765625,-0.05546820472180843,-0.04796133622303605,-0.020108320190198717
1782814624528231700,1.586231689453125,-0.018901099824905395,-0.013391981014609335,-0.0065821914019063114
1782814624548313600,1.606313720703125,0.09409048858284949,-0.04661664361581206,-0.0027174787977710365
1782814624568395500,1.6263955078125,0.08434066346287727,-0.00873626416325569,0.04894329646509141
1782814624588476700,1.6464765625,-0.08304770104289054,0.05062514860481024,0.054901620347611604
1782814624608558600,1.66655859375,-0.09042787442207335,0.07044511684030294,0.028331629862636327
1782814624628640800,1.686640869140625,0.029126141241192817,0.018558569997549054,0.03003342881184071
1782814624648721700,1.7067216796875,0.03068272303342819,0.004839110594242811,0.0729737585350871
1782814624668803600,1.726803466796875,-0.0450561163008213,0.01203399053439498,0.034802762105502184
1782814624688886000,1.746885986328125,-0.00022854805886745453,-0.0401968397013843,-0.015274652956053614
1782814624708967000,1.766966796875,0.06411679060161113,-0.07757263063266873,-0.013469941621646284
1782814624729049000,1.787049072265625,-0.011751228070259094,-0.03443988360986113,0.019360716693289575
